line_item_id,order_id,order_date,product_id,color,size,quantity,unit_price
L0876,O1630,2025-10-08,P005,Chalk,L,2,20.0
L0877,O1631,2025-10-08,P003,Raven,XL,2,54.0
L0878,O1632,2025-10-08,P002,Onyx,M,2,44.0
L0879,O1633,2025-10-09,P004,Chalk,L,1,58.0
L0880,O1633,2025-10-09,P008,Jungle,M,1,22.0
L0881,O1634,2025-10-09,P006,Pacific,M,1,88.0
L0882,O1634,2025-10-09,P005,Obsidian,L,1,20.0
L0883,O1635,2025-10-09,P003,Obsidian,L,1,54.0
L0884,O1635,2025-10-09,P005,Obsidian,XL,3,20.0
L0885,O1636,2025-10-10,P004,Atmosphere,M,1,58.0
L0886,O1637,2025-10-10,P007,Shadow,XL,1,98.0
L0887,O1638,2025-10-10,P008,Chalk,XL,1,22.0
L0888,O1639,2025-10-10,P005,Oyster,L,2,20.0
L0889,O1639,2025-10-10,P007,Jungle,2X,1,98.0
L0890,O1640,2025-10-12,P004,Raven,XL,1,58.0
L0891,O1641,2025-10-12,P005,Laurel,XL,1,20.0
L0892,O1642,2025-10-12,P008,Onyx,S,2,22.0
L0893,O1642,2025-10-12,P003,Obsidian,M,1,54.0
L0894,O1642,2025-10-12,P007,Shadow,L,1,98.0
L0895,O1643,2025-10-13,P008,Light Heather Grey,S,1,22.0
L0896,O1644,2025-10-13,P002,Light Heather Grey,2X,1,44.0
L0897,O1644,2025-10-13,P003,Chalk,S,1,54.0
L0898,O1644,2025-10-13,P004,Chalk,XL,2,58.0
L0899,O1645,2025-10-14,P003,Atmosphere,XL,2,54.0
L0900,O1645,2025-10-14,P005,Obsidian,XS,2,20.0
L0901,O1646,2025-10-14,P001,Washed Red,XL,1,48.0
L0902,O1647,2025-10-14,P006,Pacific,L,1,88.0
L0903,O1648,2025-10-15,P002,Onyx,XL,1,44.0
L0904,O1648,2025-10-15,P005,Gunmetal,L,2,20.0
L0905,O1649,2025-10-15,P002,Light Heather Grey,2X,1,44.0
L0906,O1650,2025-10-15,P007,Light Heather Grey,M,1,98.0
L0907,O1651,2025-10-17,P001,Washed Red,M,1,48.0
L0908,O1652,2025-10-17,P002,Stone,S,1,44.0
L0909,O1653,2025-10-17,P002,Chalk,XL,1,44.0
L0910,O1654,2025-10-18,P007,Light Heather Grey,S,1,98.0
L0911,O1654,2025-10-18,P001,Chalk,L,2,48.0
L0912,O1655,2025-10-18,P005,Gunmetal,2X,1,20.0
L0913,O1655,2025-10-18,P001,Buff,M,1,48.0
L0914,O1656,2025-10-19,P008,Light Heather Grey,XL,1,22.0
L0915,O1657,2025-10-19,P002,Driftwood,XL,2,44.0
L0916,O1658,2025-10-19,P003,Atmosphere,M,2,54.0
L0917,O1659,2025-10-19,P005,Obsidian,L,1,20.0
L0918,O1660,2025-10-20,P008,Light Heather Grey,M,1,22.0
L0919,O1661,2025-10-20,P005,Obsidian,L,1,20.0
L0920,O1662,2025-10-21,P006,Pacific,M,1,88.0
L0921,O1662,2025-10-21,P001,Obsidian,M,2,48.0
L0922,O1663,2025-10-21,P001,Chalk,M,1,48.0
L0923,O1664,2025-10-22,P002,Driftwood,M,1,44.0
L0924,O1665,2025-10-22,P001,Chalk,L,1,48.0
L0925,O1666,2025-10-22,P002,Chalk,2X,3,44.0
L0926,O1667,2025-10-23,P008,Chalk,L,1,22.0
L0927,O1667,2025-10-23,P001,Atmosphere,L,1,48.0
L0928,O1668,2025-10-23,P008,Onyx,M,1,22.0
L0929,O1668,2025-10-23,P001,Obsidian,S,1,48.0
L0930,O1669,2025-10-24,P003,Raven,2X,1,54.0
L0931,O1670,2025-10-24,P003,Raven,M,1,54.0
L0932,O1671,2025-10-24,P002,Onyx,2X,1,44.0
L0933,O1671,2025-10-24,P001,Obsidian,L,1,48.0
L0934,O1672,2025-10-24,P005,Gunmetal,4X,1,20.0
L0935,O1672,2025-10-24,P006,Ash,M,1,88.0
L0936,O1673,2025-10-25,P003,Atmosphere,L,1,54.0
L0937,O1673,2025-10-25,P001,Washed Red,M,1,48.0
L0938,O1674,2025-10-26,P005,Chalk,XL,1,20.0
L0939,O1674,2025-10-26,P007,Navy,L,1,98.0
L0940,O1675,2025-10-26,P002,Onyx,L,1,44.0
L0941,O1676,2025-10-26,P003,Obsidian,S,2,54.0
L0942,O1677,2025-10-26,P007,Light Heather Grey,M,1,98.0
L0943,O1678,2025-10-26,P005,Laurel,5X,1,20.0
L0944,O1679,2025-10-27,P002,Light Heather Grey,XL,1,44.0
L0945,O1680,2025-10-27,P007,Washed Onyx,L,1,98.0
L0946,O1681,2025-10-27,P002,Chalk,M,1,44.0
L0947,O1681,2025-10-27,P001,Obsidian,M,1,48.0
L0948,O1682,2025-10-28,P004,Obsidian,3X,2,58.0
L0949,O1683,2025-10-28,P002,Light Heather Grey,M,1,44.0
L0950,O1683,2025-10-28,P003,Obsidian,L,2,54.0
L0951,O1684,2025-10-28,P002,Stone,S,1,44.0
L0952,O1685,2025-10-28,P002,Light Heather Grey,M,2,44.0
L0953,O1685,2025-10-28,P004,Atmosphere,XL,2,58.0
L0954,O1686,2025-10-28,P004,Raven,L,1,58.0
L0955,O1687,2025-10-29,P008,Onyx,L,1,22.0
L0956,O1688,2025-10-29,P006,Jungle,L,1,88.0
L0957,O1689,2025-10-29,P008,Onyx,L,1,22.0
L0958,O1690,2025-10-30,P004,Chalk,S,3,58.0
L0959,O1691,2025-10-31,P006,Pacific,XS,1,88.0
L0960,O1691,2025-10-31,P004,Chalk,XL,1,58.0
L0961,O1692,2025-11-01,P005,Oyster,2X,1,20.0
L0962,O1692,2025-11-01,P006,Pacific,M,1,88.0
L0963,O1692,2025-11-01,P002,Light Heather Grey,M,1,44.0
L0964,O1693,2025-11-01,P005,Obsidian,M,1,20.0
L0965,O1694,2025-11-01,P002,Light Heather Grey,S,1,44.0
L0966,O1695,2025-11-01,P005,Obsidian,M,1,20.0
L0967,O1696,2025-11-02,P002,Onyx,3X,1,44.0
L0968,O1696,2025-11-02,P008,Chalk,XL,1,22.0
L0969,O1697,2025-11-02,P008,Light Heather Grey,L,1,22.0
L0970,O1697,2025-11-02,P003,Atmosphere,M,2,54.0
L0971,O1698,2025-11-02,P001,Chalk,3X,1,48.0
L0972,O1698,2025-11-02,P008,Light Heather Grey,L,1,22.0
L0973,O1699,2025-11-02,P008,Light Heather Grey,M,1,22.0
L0974,O1700,2025-11-02,P005,Chalk,S,1,20.0
L0975,O1701,2025-11-03,P005,Gunmetal,XL,1,20.0
L0976,O1701,2025-11-03,P006,Jungle,M,1,88.0
L0977,O1702,2025-11-04,P005,Laurel,M,1,20.0
L0978,O1703,2025-11-04,P002,Driftwood,XL,1,44.0
L0979,O1704,2025-11-05,P001,Buff,XS,1,48.0
L0980,O1704,2025-11-05,P008,Onyx,L,1,22.0
L0981,O1705,2025-11-05,P001,Obsidian,L,1,48.0
L0982,O1705,2025-11-05,P007,Washed Red,XL,1,98.0
L0983,O1706,2025-11-05,P008,Light Heather Grey,L,1,22.0
L0984,O1707,2025-11-06,P003,Obsidian,XL,1,54.0
L0985,O1707,2025-11-06,P002,Onyx,M,2,44.0
L0986,O1708,2025-11-06,P005,Gunmetal,XS,1,20.0
L0987,O1709,2025-11-07,P001,Chalk,M,1,48.0
L0988,O1709,2025-11-07,P002,Chalk,M,2,44.0
L0989,O1710,2025-11-08,P002,Navy,L,1,44.0
L0990,O1710,2025-11-08,P003,Obsidian,M,3,54.0
L0991,O1711,2025-11-08,P005,Obsidian,L,1,20.0
L0992,O1711,2025-11-08,P008,Light Heather Grey,2X,1,22.0
L0993,O1711,2025-11-08,P007,Navy,M,1,98.0
L0994,O1712,2025-11-09,P002,Navy,L,1,44.0
L0995,O1713,2025-11-09,P003,Raven,L,1,54.0
L0996,O1714,2025-11-10,P002,Chalk,2X,1,44.0
L0997,O1715,2025-11-11,P007,Navy,L,1,98.0
L0998,O1716,2025-11-11,P004,Raven,3X,1,58.0
L0999,O1717,2025-11-12,P005,Chalk,2X,1,20.0
L1000,O1718,2025-11-12,P008,Chalk,XL,1,22.0
L1001,O1719,2025-11-12,P002,Driftwood,3X,1,44.0
L1002,O1719,2025-11-12,P006,Stone,L,2,88.0
L1003,O1720,2025-11-13,P004,Obsidian,L,1,58.0
L1004,O1721,2025-11-14,P006,Stone,2X,1,88.0
L1005,O1721,2025-11-14,P007,Shadow,XL,1,98.0
L1006,O1722,2025-11-14,P002,Navy,XL,1,44.0
L1007,O1722,2025-11-14,P007,Light Heather Grey,2X,2,98.0
L1008,O1723,2025-11-14,P002,Navy,M,1,44.0
L1009,O1724,2025-11-15,P002,Navy,L,1,44.0
L1010,O1725,2025-11-15,P005,Chalk,S,1,20.0
L1011,O1726,2025-11-16,P005,Obsidian,S,1,20.0
L1012,O1727,2025-11-16,P004,Chalk,2X,1,58.0
L1013,O1728,2025-11-16,P002,Onyx,L,1,44.0
L1014,O1729,2025-11-16,P002,Onyx,XL,1,44.0
L1015,O1730,2025-11-16,P005,Laurel,XL,1,20.0
L1016,O1731,2025-11-16,P003,Atmosphere,M,1,54.0
L1017,O1732,2025-11-16,P001,Atmosphere,M,1,48.0
L1018,O1732,2025-11-16,P002,Driftwood,L,1,44.0
L1019,O1733,2025-11-17,P008,Chalk,XS,1,22.0
L1020,O1733,2025-11-17,P004,Atmosphere,M,1,58.0
L1021,O1734,2025-11-19,P005,Obsidian,XL,1,20.0
L1022,O1735,2025-11-19,P005,Chalk,XL,1,20.0
L1023,O1735,2025-11-19,P001,Chalk,XL,1,48.0
L1024,O1736,2025-11-19,P006,Stone,M,1,88.0
L1025,O1737,2025-11-20,P002,Onyx,2X,1,44.0
L1026,O1737,2025-11-20,P007,Light Heather Grey,5X,1,98.0
L1027,O1738,2025-11-21,P003,Atmosphere,L,1,54.0
L1028,O1739,2025-11-21,P002,Onyx,M,1,44.0
L1029,O1739,2025-11-21,P004,Chalk,S,1,58.0
L1030,O1740,2025-11-22,P004,Chalk,M,2,58.0
L1031,O1741,2025-11-22,P006,Ash,4X,1,88.0
L1032,O1742,2025-11-22,P006,Ash,XL,1,88.0
L1033,O1743,2025-11-22,P008,Chalk,M,1,22.0
L1034,O1744,2025-11-23,P001,Obsidian,XL,1,48.0
L1035,O1745,2025-11-23,P008,Onyx,XL,1,22.0
L1036,O1745,2025-11-23,P004,Obsidian,XL,1,58.0
L1037,O1746,2025-11-23,P002,Onyx,S,1,44.0
L1038,O1747,2025-11-23,P006,Ash,L,1,88.0
L1039,O1747,2025-11-23,P008,Jungle,4X,1,22.0
L1040,O1748,2025-11-24,P006,Stone,L,1,88.0
L1041,O1749,2025-11-24,P008,Onyx,XS,1,22.0
L1042,O1750,2025-11-24,P005,Chalk,M,2,20.0
L1043,O1750,2025-11-24,P002,Driftwood,M,1,44.0
L1044,O1751,2025-11-25,P002,Chalk,XL,1,44.0
L1045,O1752,2025-11-26,P003,Chalk,L,1,54.0
L1046,O1753,2025-11-26,P005,Laurel,M,2,20.0
L1047,O1753,2025-11-26,P003,Obsidian,XL,1,54.0
L1048,O1754,2025-11-26,P002,Driftwood,M,1,44.0
L1049,O1754,2025-11-26,P003,Obsidian,L,1,54.0
L1050,O1755,2025-11-26,P005,Obsidian,M,1,20.0
L1051,O1755,2025-11-26,P004,Raven,M,1,58.0
L1052,O1756,2025-11-27,P004,Raven,S,1,58.0
L1053,O1757,2025-11-27,P002,Onyx,XL,1,44.0
L1054,O1757,2025-11-27,P008,Onyx,M,1,22.0
L1055,O1758,2025-11-27,P002,Navy,2X,1,44.0
L1056,O1758,2025-11-27,P004,Obsidian,XL,1,58.0
L1057,O1759,2025-11-27,P002,Onyx,L,1,44.0
L1058,O1760,2025-11-28,P002,Driftwood,M,1,44.0
L1059,O1761,2025-11-28,P002,Light Heather Grey,M,1,44.0
L1060,O1762,2025-11-29,P003,Obsidian,L,1,54.0
L1061,O1763,2025-11-29,P008,Onyx,M,1,22.0
L1062,O1763,2025-11-29,P003,Obsidian,M,1,54.0
L1063,O1764,2025-11-29,P007,Light Heather Grey,2X,1,98.0
L1064,O1764,2025-11-29,P004,Obsidian,XL,1,58.0
L1065,O1765,2025-11-29,P002,Stone,S,1,44.0
L1066,O1766,2025-11-29,P005,Loden,L,1,20.0
L1067,O1766,2025-11-29,P001,Obsidian,XL,2,48.0
L1068,O1767,2025-11-30,P005,Obsidian,M,2,20.0
L1069,O1768,2025-11-30,P002,Onyx,S,1,44.0
L1070,O1769,2025-12-01,P003,Raven,S,1,54.0
L1071,O1769,2025-12-01,P005,Currant,L,1,20.0
L1072,O1770,2025-12-01,P008,Chalk,L,2,22.0
L1073,O1771,2025-12-01,P001,Chalk,M,2,48.0
L1074,O1771,2025-12-01,P005,Loden,M,1,20.0
L1075,O1772,2025-12-01,P005,Gunmetal,L,1,20.0
L1076,O1772,2025-12-01,P001,Chalk,XL,2,48.0
L1077,O1773,2025-12-02,P007,Jungle,S,1,98.0
L1078,O1774,2025-12-02,P004,Raven,2X,1,58.0
L1079,O1775,2025-12-02,P003,Chalk,L,1,54.0
L1080,O1776,2025-12-03,P005,Oyster,XL,1,20.0
L1081,O1776,2025-12-03,P008,Onyx,S,1,22.0
L1082,O1777,2025-12-03,P002,Onyx,L,1,44.0
L1083,O1777,2025-12-03,P003,Raven,4X,1,54.0
L1084,O1777,2025-12-03,P004,Chalk,M,1,58.0
L1085,O1778,2025-12-03,P004,Damson,XS,1,58.0
L1086,O1779,2025-12-04,P004,Obsidian,M,1,58.0
L1087,O1780,2025-12-04,P002,Light Heather Grey,L,2,44.0
L1088,O1781,2025-12-04,P001,Washed Red,L,1,48.0
L1089,O1782,2025-12-05,P002,Light Heather Grey,2X,1,44.0
L1090,O1783,2025-12-05,P008,Light Heather Grey,L,1,22.0
L1091,O1784,2025-12-05,P004,Chalk,L,2,58.0
L1092,O1785,2025-12-06,P001,Washed Red,M,1,48.0
L1093,O1786,2025-12-06,P008,Chalk,2X,1,22.0
L1094,O1787,2025-12-06,P008,Onyx,3X,1,22.0
L1095,O1787,2025-12-06,P002,Onyx,XL,1,44.0
L1096,O1787,2025-12-06,P003,Chalk,S,1,54.0
L1097,O1788,2025-12-07,P005,Obsidian,3X,1,20.0
L1098,O1789,2025-12-07,P001,Chalk,XL,1,48.0
L1099,O1790,2025-12-07,P002,Onyx,3X,1,44.0
L1100,O1791,2025-12-07,P005,Laurel,M,2,20.0
L1101,O1792,2025-12-08,P008,Chalk,XS,1,22.0
L1102,O1792,2025-12-08,P003,Raven,S,1,54.0
L1103,O1793,2025-12-09,P001,Chalk,M,1,48.0
L1104,O1794,2025-12-09,P007,Jungle,L,1,98.0
L1105,O1794,2025-12-09,P002,Driftwood,L,1,44.0
L1106,O1794,2025-12-09,P008,Chalk,M,2,22.0
L1107,O1795,2025-12-09,P005,Laurel,L,1,20.0
L1108,O1796,2025-12-09,P008,Onyx,2X,1,22.0
L1109,O1797,2025-12-10,P006,Ash,M,1,88.0
L1110,O1798,2025-12-11,P008,Light Heather Grey,XL,1,22.0
L1111,O1799,2025-12-12,P002,Navy,L,1,44.0
L1112,O1799,2025-12-12,P007,Shadow,M,1,98.0
L1113,O1800,2025-12-12,P005,Chalk,4X,3,20.0
L1114,O1800,2025-12-12,P006,Pacific,M,1,88.0
L1115,O1801,2025-12-13,P001,Buff,4X,1,48.0
L1116,O1801,2025-12-13,P004,Atmosphere,S,1,58.0
L1117,O1802,2025-12-13,P004,Obsidian,M,1,58.0
L1118,O1802,2025-12-13,P005,Gunmetal,2X,1,20.0
L1119,O1803,2025-12-13,P002,Stone,XS,1,44.0
L1120,O1804,2025-12-13,P001,Chalk,XL,1,48.0
L1121,O1805,2025-12-13,P005,Gunmetal,M,1,20.0
L1122,O1806,2025-12-15,P003,Chalk,M,1,54.0
L1123,O1806,2025-12-15,P002,Onyx,XL,1,44.0
L1124,O1807,2025-12-15,P006,Jungle,S,1,88.0
L1125,O1808,2025-12-15,P004,Obsidian,L,1,58.0
L1126,O1809,2025-12-15,P003,Chalk,M,1,54.0
L1127,O1810,2025-12-16,P008,Light Heather Grey,M,1,22.0
L1128,O1811,2025-12-16,P005,Obsidian,XL,1,20.0
L1129,O1811,2025-12-16,P004,Obsidian,XL,1,58.0
L1130,O1811,2025-12-16,P007,Washed Red,M,1,98.0
L1131,O1812,2025-12-16,P002,Light Heather Grey,L,1,44.0
L1132,O1813,2025-12-16,P005,Gunmetal,XL,1,20.0
L1133,O1814,2025-12-16,P008,Light Heather Grey,3X,1,22.0
L1134,O1815,2025-12-19,P002,Driftwood,M,1,44.0
L1135,O1815,2025-12-19,P008,Jungle,L,1,22.0
L1136,O1816,2025-12-19,P003,Atmosphere,L,1,54.0
L1137,O1817,2025-12-19,P008,Onyx,M,1,22.0
L1138,O1817,2025-12-19,P004,Chalk,4X,1,58.0
L1139,O1818,2025-12-19,P006,Jungle,S,2,88.0
L1140,O1819,2025-12-20,P004,Chalk,M,1,58.0
L1141,O1820,2025-12-20,P002,Light Heather Grey,L,3,44.0
L1142,O1820,2025-12-20,P003,Obsidian,XL,1,54.0
L1143,O1821,2025-12-20,P004,Damson,M,1,58.0
L1144,O1821,2025-12-20,P007,Washed Onyx,M,1,98.0
L1145,O1822,2025-12-20,P003,Chalk,M,1,54.0
L1146,O1823,2025-12-20,P002,Chalk,L,1,44.0
L1147,O1824,2025-12-20,P005,Laurel,M,1,20.0
L1148,O1825,2025-12-21,P005,Oyster,XS,1,20.0
L1149,O1826,2025-12-21,P002,Driftwood,M,1,44.0
L1150,O1826,2025-12-21,P007,Light Heather Grey,M,1,98.0
L1151,O1827,2025-12-21,P007,Shadow,L,2,98.0
L1152,O1828,2025-12-22,P001,Buff,XL,1,48.0
L1153,O1828,2025-12-22,P003,Atmosphere,M,1,54.0
L1154,O1829,2025-12-23,P007,Jungle,L,1,98.0
L1155,O1829,2025-12-23,P005,Currant,XL,2,20.0
L1156,O1829,2025-12-23,P002,Onyx,S,3,44.0
L1157,O1830,2025-12-23,P004,Raven,S,1,58.0
L1158,O1830,2025-12-23,P002,Navy,L,1,44.0
L1159,O1831,2025-12-24,P001,Obsidian,M,1,48.0
L1160,O1832,2025-12-24,P005,Obsidian,2X,1,20.0
L1161,O1832,2025-12-24,P003,Atmosphere,L,1,54.0
L1162,O1833,2025-12-24,P002,Navy,XL,1,44.0
L1163,O1834,2025-12-25,P005,Obsidian,S,1,20.0
L1164,O1835,2025-12-25,P005,Obsidian,L,1,20.0
L1165,O1835,2025-12-25,P008,Chalk,2X,1,22.0
L1166,O1835,2025-12-25,P004,Obsidian,2X,1,58.0
L1167,O1836,2025-12-25,P005,Obsidian,XL,1,20.0
L1168,O1836,2025-12-25,P007,Washed Red,M,1,98.0
L1169,O1837,2025-12-25,P002,Chalk,S,1,44.0
L1170,O1837,2025-12-25,P003,Obsidian,XL,3,54.0
L1171,O1838,2025-12-26,P002,Onyx,3X,1,44.0
L1172,O1839,2025-12-26,P005,Chalk,XL,2,20.0
L1173,O1840,2025-12-26,P008,Light Heather Grey,XL,2,22.0
L1174,O1841,2025-12-26,P007,Navy,M,1,98.0
L1175,O1842,2025-12-26,P005,Obsidian,XL,1,20.0
L1176,O1843,2025-12-27,P005,Gunmetal,L,1,20.0
L1177,O1844,2025-12-28,P003,Chalk,XL,1,54.0
L1178,O1845,2025-12-28,P004,Chalk,L,2,58.0
L1179,O1845,2025-12-28,P008,Onyx,S,1,22.0
L1180,O1846,2025-12-28,P005,Loden,L,2,20.0
L1181,O1847,2025-12-29,P003,Chalk,L,2,54.0
L1182,O1848,2025-12-29,P004,Atmosphere,L,1,58.0
L1183,O1849,2025-12-29,P004,Obsidian,S,1,58.0
L1184,O1849,2025-12-29,P005,Gunmetal,XL,1,20.0
L1185,O1850,2025-12-29,P004,Obsidian,2X,1,58.0
L1186,O1851,2025-12-30,P004,Atmosphere,M,1,58.0
L1187,O1852,2025-12-30,P008,Chalk,XL,1,22.0
L1188,O1853,2025-12-30,P001,Chalk,M,1,48.0
L1189,O1854,2025-12-30,P004,Chalk,L,1,58.0
L1190,O1855,2025-12-30,P004,Obsidian,L,1,58.0
L1191,O1855,2025-12-30,P006,Stone,M,1,88.0
L1192,O1856,2025-12-30,P007,Jungle,3X,1,98.0
L1193,O1857,2025-12-30,P002,Navy,S,1,44.0
L1194,O1857,2025-12-30,P001,Chalk,L,1,48.0
L1195,O1858,2025-12-31,P002,Chalk,XL,1,44.0
L1196,O1858,2025-12-31,P006,Ash,2X,1,88.0
L1197,O1858,2025-12-31,P008,Onyx,XS,1,22.0
L1198,O1859,2025-12-31,P002,Stone,2X,1,44.0
L1199,O1860,2025-12-31,P008,Chalk,2X,1,22.0
L1200,O1860,2025-12-31,P004,Obsidian,L,1,58.0
